Год выпуска,КПП,Мощность,Объём,Привод,Пробег,Руль,Тип кузова,Топливо,Цвет,Цена
2013.0,автомат,105.0,1.6,передний,58000.0,левый,хэтчбек,бензин,бежевый,10697.0
2017.0,типтроник,450.0,3.0,постоянный полный,1581.0,левый,кабриолет,бензин,оранжевый,146148.0
2017.0,механика,420.0,3.0,постоянный полный,1.0,левый,купе,бензин,желтый,177665.0
1998.0,автомат,150.0,2.3,передний,,правый,минивэн / бус,бензин,белый,2500.0
1991.0,механика,192.0,2.5,задний,145125.0,левый,седан,бензин,черный,1900.0
2007.0,автомат,266.0,3.5,передний,100000.0,левый,минивэн / бус,бензин,серый,15500.0
2013.0,автомат,105.0,1.6,передний,79800.0,левый,хэтчбек,бензин,черный,10666.0
2003.0,автомат,238.0,4.7,постоянный полный,156.0,левый,внедорожник / пикап,газ-бензин,черный,20000.0
2008.0,вариатор,268.0,3.3,постоянный полный,,левый,кроссовер,бензин,серебряный,18000.0
2005.0,автомат,,,постоянный полный,,левый,внедорожник / пикап,бензин,белый жемчуг,20500.0
2013.0,механика,105.0,1.6,передний,83000.0,левый,хэтчбек,бензин,белый,9650.0
2010.0,автомат,181.0,2.7,передний,,,кроссовер,бензин,белый,20000.0
1993.0,механика,,2.0,,,левый,седан,бензин,коричневый,2700.0
2013.0,автомат,105.0,1.6,передний,41390.0,левый,хэтчбек,бензин,бежевый,10667.0
1990.0,механика,90.0,1.8,передний,300000.0,левый,универсал,бензин,черный,2285.0
2003.0,автомат,165.0,2.0,передний,150000.0,правый,минивэн / бус,бензин,серый,6500.0
1991.0,механика,116.0,2.0,передний,160000.0,левый,универсал,бензин,бордовый,160000.0
2017.0,вариатор,146.0,2.0,постоянный полный,3500.0,левый,кроссовер,бензин,белый,28000.0
2003.0,автомат,165.0,2.4,передний,219000.0,левый,универсал,бензин,серый,4800.0
1992.0,механика,75.0,1.6,передний,280.0,левый,хэтчбек,бензин,черный,90000.0
2010.0,типтроник,105.0,1.2,передний,92000.0,левый,кроссовер,бензин,серый,10015.0
2013.0,автомат,105.0,1.6,передний,56770.0,левый,хэтчбек,бензин,серебряный,10075.0
2003.0,автомат,2000.0,2.4,полный подключаемый,88000.0,правый,седан,бензин,серебряный,6500.0
2014.0,механика,86.0,1.4,передний,61000.0,левый,хэтчбек,бензин,белый,9997.0
2003.0,автомат,,,,,левый,внедорожник / пикап,газ-бензин,серебряный,17500.0
1988.0,механика,,2.2,передний,,левый,седан,бензин,белый,2000.0
1997.0,автомат,193.0,2.8,задний,1234567.0,левый,седан,бензин,серый,3000.0
2003.0,автомат,190.0,2.4,передний,165000.0,правый,седан,бензин,мокрый асфальт,5800.0
2009.0,автомат,407.0,4.4,задний,,левый,седан,бензин,черный,21000.0
2011.0,вариатор,167.0,2.5,постоянный полный,97000.0,левый,универсал,бензин,мокрый асфальт,18200.0
2008.0,автомат,394.0,5.0,постоянный полный,151000.0,левый,седан,бензин,серый,19500.0
2018.0,механика,300.0,2.3,полный подключаемый,11.0,левый,внедорожник / пикап,дизель,зеленый,2285.0
2005.0,автомат,,3.3,постоянный полный,,левый,кроссовер,бензин,серый,15800.0
2002.0,вариатор,,1.0,,23600.0,правый,хэтчбек,бензин,серебряный,3800.0
1998.0,автомат,,2.0,,,левый,седан,бензин,темно-синий,4285.0
2002.0,автомат,,1.6,,,левый,универсал,,,4500.0
1998.0,механика,,2.9,задний,493977.0,левый,минивэн / бус,дизель,белый,9500.0
2007.0,автомат,273.0,4.7,постоянный полный,126000.0,левый,внедорожник / пикап,бензин,белый жемчуг,24000.0
2008.0,автомат,,2.4,передний,156500.0,левый,универсал,газ-бензин,серый,13500.0
2003.0,автомат,132.0,1.8,передний,,правый,универсал,бензин,серый,5500.0
2003.0,автомат,150.0,2.3,передний,199000.0,правый,минивэн / бус,бензин,,4600.0
2006.0,автомат,,5.5,задний,,левый,седан,бензин,серебряный,14500.0
1998.0,автомат,175.0,2.5,постоянный полный,367967.0,правый,универсал,бензин,белый жемчуг,3000.0
2004.0,механика,190.0,2.4,передний,213000.0,левый,седан,бензин,черный,7500.0
2003.0,автомат,,3.0,передний,133000.0,правый,седан,бензин,золотой,6200.0
2004.0,автомат,235.0,236.0,,88.0,правый,седан,бензин,белый жемчуг,9000.0
2001.0,вариатор,86.0,1.3,передний,280.0,правый,хэтчбек,бензин,белый,2857.0
2013.0,автомат,,200.0,,57000.0,левый,седан,бензин,белый,26800.0
2004.0,автомат,282.0,4.7,полный подключаемый,,левый,внедорожник / пикап,бензин,черный,15900.0
2004.0,автомат,,24.0,передний,111.0,левый,седан,бензин,серебряный,8000.0
1987.0,механика,136.0,2.6,задний,,левый,седан,бензин,синий,2142.0
2005.0,вариатор,86.0,1.3,передний,180000.0,правый,хэтчбек,бензин,бордовый,3999.0
1993.0,механика,,2.0,,,левый,хэтчбек,бензин,,2700.0
2003.0,механика,,2.0,задний,,левый,минивэн / бус,дизель,белый,7000.0
2011.0,механика,109.0,1598.0,передний,,левый,седан,бензин,белый,2571.0
2000.0,механика,150.0,2.3,передний,300000.0,левый,универсал,бензин,зеленый,3000.0
2002.0,механика,183.0,2.0,постоянный полный,263000.0,,кроссовер,бензин,,6700.0
2003.0,автомат,155.0,2.0,передний,1.0,правый,седан,бензин,,4500.0
2001.0,автомат,,2.8,задний,,левый,седан,бензин,серебряный,6800.0
2003.0,автомат,,1.8,задний,,правый,седан,бензин,серебряный,3500.0
1991.0,автомат,99.0,2500.0,полный подключаемый,2000.0,правый,внедорожник / пикап,дизель,белый,4400.0
2001.0,механика,,2.0,,300000.0,,универсал,бензин,синий,2500.0
